2019-10-26 18:30:58,b'Glad to see people going back to their houses and thankful for the people who helped fight the fire. If anyone need\xe2\x80\xa6 https://t.co/4h5xjrxfpC'
2019-10-26 18:30:08,"b'The Tick Fire, which led to what officials are calling the largest wildfire evacuation in Santa Clarita\xe2\x80\x99s history,\xe2\x80\xa6 https://t.co/93DfBvcKFD'"
2019-10-26 18:28:08,"b""RT @TheGentleBarn: \xf0\x9f\x9a\xa8URGENT FIRE ALERT\xf0\x9f\x9a\xa8 #TickFire is approaching #TheGentleBarn quickly and we're under MANDATORY EVACUATION orders. https:/\xe2\x80\xa6"""
2019-10-26 18:24:44,b'@TeamPulte Driving back home with pets after being evacuated from the tick fire'
2019-10-26 18:23:28,"b'RT @BeberMichelle: ""CA Fire From Below"" &amp; ""Sub-Terrestrial Plasma Pulse Weapon"" EXPLAINED https://t.co/IB4aWU5wu5 via @YouTube\nI think this\xe2\x80\xa6'"
2019-10-26 18:20:05,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
2019-10-26 18:19:21,"b""RT @SCVSignal: We've posted a roundup of all coverage of this week's fires in the SCV, including #tickfire. Additional followups will be ad\xe2\x80\xa6"""
2019-10-26 18:17:08,"b'""CA Fire From Below"" &amp; ""Sub-Terrestrial Plasma Pulse Weapon"" EXPLAINED https://t.co/IB4aWU5wu5 via @YouTube\nI think\xe2\x80\xa6 https://t.co/bh5GATyVHD'"
2019-10-26 18:10:14,b'RT @SCVSignal: Signal reporter \xe2\x81\xa6@lunettacaleb\xe2\x81\xa9 reporting from the scene of the #TickFire around 3 p.m. Thursday. Within minutes the fire ha\xe2\x80\xa6'
2019-10-26 17:59:01,b'@Ask_Spectrum HELP WE FINALLY GOT TO REPOPULATE FROM THE TICK CANYON FIRE SPECTRUM IS DOWN!! Would like some WiFi s\xe2\x80\xa6 https://t.co/hcvt8NuUgy'
2019-10-26 17:30:39,"b""We've posted a roundup of all coverage of this week's fires in the SCV, including #tickfire. Additional followups w\xe2\x80\xa6 https://t.co/zrgx9XieTu"""
2019-10-26 17:28:44,"b'RT @SCVSignal: It\xe2\x80\x99s more than 40,000 people and their pets residing in the eastern Santa Clarita Valley who were faced Thursday afternoon a\xe2\x80\xa6'"
2019-10-26 17:27:05,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
2019-10-26 17:10:09,b'RT @ChatsworthAD: @chatsfootball is rescheduling it\xe2\x80\x99s game vs Granada for Monday 10/28-JV/Var-4/7pm at Chatsworth due to district closure.\xe2\x80\xa6'
2019-10-26 17:08:56,b'RT @SCVSHERIFF: We understand some residents are frustrated who are still under mandatory evacuations. Keep in mind there may not appear to\xe2\x80\xa6'
2019-10-26 16:59:48,b'RT @SCV_HLS: Brush Fire Reported \nOakhurst Dr x Dockwiler Dr\n\xf0\x9f\x9a\x92\xf0\x9f\x9a\x92\xf0\x9f\x9a\x92\xf0\x9f\x9a\x92\xf0\x9f\x9a\x92\xf0\x9f\x9a\x81\xf0\x9f\x9a\x81\xf0\x9f\x9a\xa8 https://t.co/XbhuNPSLiO'
2019-10-26 16:40:25,b'RT @SCVEmergencyNow: @TMUCampusSafety Update. No fire. Dust only. \xf0\x9f\x91\x8d'
2019-10-26 16:40:03,b'@TMUCampusSafety Update. No fire. Dust only. \xf0\x9f\x91\x8d'
2019-10-26 16:34:47,"b'#Haunted #Hiking: allegedly spooked are the Mentryville Mansion, the school house &amp; farm.  This is often used as a\xe2\x80\xa6 https://t.co/OGH1I8nZS0'"
2019-10-26 16:34:43,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
